traffic_id,date_time,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
10158.0,,London,Area_8,1739.0,66.7,1.0,Low,Dry,19226.0
10159.0,2024-07-24 04:22,London,,791.0,45.0,0.0,Low,Dry,7110.0
10160.0,2024-05-23 01:32,London,,635.0,72.6,0.0,Low,Dry,8126.0
10161.0,2024-02-08 01:00,,Area_14,964.0,44.1,0.0,Low,Wet,3555.0
10162.0,2024-02-11 08:12,London,,3205.0,35.2,0.0,Medium,Dry,4814.0
10163.0,02/02/2024 10AM,London,,1910.0,50.3,0.0,Very High,Dry,733.0
10164.0,2099-00-00 93:60,London,,971.0,71.0,30.0,Low,Dry,3541.0
10165.0,2099-00-00 98:93,London,,4861.0,10.4,0.0,Low-Medium,Wet,9806.0
10166.0,2024-07-18 10:20,London,,1326.0,69.8,,Low,Dry,1358.0
10167.0,TBD,London,,2078.0,44.3,0.0,Low,Dry,5618.0
10168.0,2024-08-16 23:03,London,,524.0,54.2,0.0,Low,Dry,8380.0
10169.0,2024-08-05 03:27,London,,118.0,,0.0,Medium,Dry,4608.0
10170.0,2024-03-31 03:36,London,,267.0,97.2,0.0,Low,Dry,4346.0
10171.0,N/A,London,,2304.0,61.3,0.0,Low,Wet,7882.0
10172.0,N/A,London,,2953.0,19.7,0.0,Medium,Dry,1699.0
10173.0,2024-04-06 17:54,London,,2436.0,33.4,0.0,Low,Dry,3178.0
10173.0,2099-00-00 95:87,London,,1709.0,75.1,0.0,Low,,6167.0
10175.0,2024-11-12 04:12,London,,566.0,74.6,0.0,Low,Wet,4237.0
10176.0,2099-00-00 93:97,London,,20000.0,3.0,0.0,,Wet,2460.0
,,London,,1577.0,61.1,0.0,Low,Wet,4521.0
10178.0,2024-01-27 07:57,London,,2863.0,48.1,0.0,Medium,Dry,2731.0
10179.0,,London,,-100.0,101.1,0.0,,Dry,3281.0
10180.0,2024-09-22 16:54,London,,2585.0,52.4,0.0,Medium,Dry,7103.0
10181.0,2024-03-19 17:50,London,,3309.0,44.2,0.0,Medium,Dry,1130.0
10182.0,2099-00-00 91:76,London,,,118.3,0.0,Medium,Dry,3682.0
10183.0,2099-00-00 93:70,London,,848.0,46.2,0.0,Low,Dry,5673.0
10184.0,2024-06-08 15:18,London,,2027.0,,0.0,Low,Wet,3437.0
10185.0,28/08/2024 05PM,London,,25000.0,3.0,0.0,High,Dry,4507.0
10185.0,2099-00-00 98:66,London,,732.0,66.2,0.0,Very High,,3439.0
10187.0,2099-00-00 90:67,London,,2495.0,47.0,0.0,Low,Dry,8754.0
10188.0,2024-08-15 06:12,London,,845.0,-45.55713924853546,0.0,Low,Dry,2295.0
10189.0,22/06/2024 10AM,London,,2404.0,76.0,0.0,Low,Dry,5830.0
10190.0,2024-07-08 09:06,London,,2849.0,64.5,1.0,Medium,Dry,3130.0
10191.0,2099-00-00 91:91,London,,567.0,53.8,0.0,Low,Wet,18422.0
10192.0,2024-01-06 23:41,London,,424.0,79.9,,Low,Wet,9714.0
10193.0,2099-00-00 96:89,London,,2258.0,23.4,,Medium,,5924.0
10194.0,2024-03-03 11:15,London,,1116.0,60.5,0.0,Low,Dry,3025.0
10195.0,2024-06-16 04:34,London,,299.0,91.8,0.0,Low,Dry,7969.0
10196.0,2024-07-22 05:50,London,,30000.0,3.0,0.0,High,,452.0
10197.0,,London,,25000.0,3.0,0.0,High,Dry,548.0
10198.0,2024-05-08 09:44,London,,3020.0,36.7,,,Damaged,1191.0
10198.0,02/06/2024 10PM,London,,1736.0,51.2,0.0,Low,Dry,
10200.0,16/06/2024 12PM,London,,2865.0,60.0,1.0,Medium,Dry,4349.0
10201.0,2024-04-13 17:00,London,,3151.0,34.7,0.0,Medium,Wet,580.0
10202.0,2024-07-20 02:57,London,,1109.0,77.1,0.0,Low,Damaged,2945.0
10203.0,2024-02-14 17:00,,Area_11,4495.0,53.8,1.0,High,Dry,1089.0
10204.0,2024-12-14 19:40,London,,1561.0,,0.0,High,Dry,4813.0
10205.0,2099-00-00 99:97,London,,993.0,42.1,0.0,Low,Dry,2405.0
10206.0,2024-02-24 13:44,London,,2161.0,58.0,0.0,Low,Snowy,3571.0
10207.0,2024-03-03 15:00,London,,1664.0,69.5,0.0,Low,Damaged,2021.0
10208.0,2024-05-09 16:01,London,,3016.0,37.1,0.0,,Wet,7344.0
10209.0,2024-02-17 18:48,London,,3171.0,67.7,0.0,Medium,Dry,9118.0
10210.0,2024-07-10 17:46,London,,5000.0,17.8,0.0,High,Dry,20100.0
10211.0,2024-07-11 06:52,London,,424.0,75.1,0.0,Low,Dry,83.0
10212.0,2024-12-30 20:27,London,,764.0,69.4,0.0,Extreme,Dry,1940.0
10213.0,2024-03-13 07:25,London,,1594.0,34.4,0.0,Low,Snowy,4860.0
,2024-03-06 10:48,London,,1552.0,69.5,0.0,Low-Medium,Damaged,4698.0
10215.0,2024-01-31 01:05,London,,234.0,82.3,0.0,Low,Dry,6944.0
10216.0,2099-00-00 97:68,London,,2805.0,-37.864477270184665,0.0,High,Damaged,1228.0
10217.0,,London,,3810.0,-10.56752851906754,0.0,Medium,,6412.0
10218.0,2024-03-16 02:40,London,,0.0,87.6,0.0,Low,Snowy,9664.0
10219.0,2024-02-08 00:15,London,,914.0,66.0,0.0,Very High,Dry,18298.0
10220.0,21/03/2024 03AM,London,,375.0,74.2,0.0,Low,Dry,5188.0
10221.0,2024-07-18 05:26,London,,400.0,-22.756540033741885,0.0,Medium,Dry,
10222.0,2099-00-00 90:78,London,,37.0,44.6,0.0,Low,Dry,5340.0
10223.0,2024-02-22 05:24,London,,426.0,78.7,0.0,Low,Dry,5642.0
10224.0,Unknown,London,,2973.0,63.6,0.0,Medium,Dry,3680.0
10225.0,2024-03-18 21:18,London,,660.0,59.6,0.0,Low,Snowy,
10226.0,,London,,1356.0,36.1,0.0,Low,Wet,9419.0
10227.0,2024-01-23 11:30,London,,2145.0,46.8,0.0,Low,Dry,694.0
10228.0,03/03/2024 04PM,London,,1947.0,45.4,0.0,,Dry,7401.0
10228.0,2024-01-22 19:03,London,,1838.0,80.4,0.0,Extreme,Wet,
10230.0,2099-00-00 90:71,London,,360.0,-5.137127197439795,30.0,High,Dry,
10231.0,2099-00-00 95:67,London,,2272.0,47.5,0.0,Low,Damaged,3140.0
10232.0,,London,,210.0,,0.0,High,Wet,9779.0
10232.0,2024-03-22 00:21,London,,232.0,74.3,1.0,Low,Wet,3414.0
10234.0,,London,,1938.0,64.4,0.0,Low,Dry,8198.0
10235.0,2024-01-14 11:00,London,,1877.0,42.1,0.0,Low,Dry,7835.0
10236.0,03/03/2024 11PM,London,,1196.0,72.2,0.0,Low,,9128.0
10237.0,14/12/2024 03PM,London,,2250.0,35.3,0.0,Low,Dry,8513.0
10238.0,11/01/2024 01AM,London,,941.0,71.8,0.0,Low,Dry,
10239.0,2024-08-20 17:09,London,,3486.0,34.3,0.0,Medium,Dry,9851.0
10240.0,2024-01-18 23:45,London,,410.0,85.6,0.0,Low,Dry,
10241.0,2024-03-03 10:09,London,,1665.0,62.6,0.0,,Dry,3803.0
10242.0,2024-06-30 03:50,London,,749.0,49.2,0.0,Low,Wet,7480.0
10243.0,2024-07-24 20:08,,,1793.0,33.7,0.0,Low,Dry,7125.0
10244.0,Unknown,London,,456.0,76.5,0.0,Low,Snowy,1303.0
10245.0,,London,Area_6,2084.0,33.4,0.0,Low,Dry,6363.0
10246.0,2024-03-20 05:59,London,,333.0,77.0,0.0,Low,Wet,9277.0
10247.0,2024-11-08 20:33,London,,1549.0,74.7,,Extreme,Wet,19717.0
10248.0,2024-03-16 08:48,London,Area_12,4334.0,11.7,0.0,Extreme,Dry,23115.0
10249.0,,London,,1579.0,21.0,0.0,Medium,Dry,508.0
10250.0,2099-00-00 99:82,London,,1815.0,31.6,,Extreme,Dry,6742.0
10251.0,2024-03-16 18:16,London,,2731.0,36.4,0.0,Medium,Dry,7603.0
10252.0,2024-05-11 23:45,London,,298.0,87.3,0.0,Low,Snowy,7733.0
10253.0,2024-01-07 06:16,London,,326.0,78.5,0.0,Low,Dry,2779.0
10254.0,,London,,1548.0,62.5,0.0,Extreme,Snowy,
10255.0,2024-07-02 07:12,London,,1678.0,89.8,30.0,Low,Dry,7314.0
10256.0,2024-09-08 01:27,London,,418.0,59.7,1.0,Low,Damaged,7360.0
10257.0,05/04/2024 04PM,London,,2665.0,28.0,0.0,Medium,Dry,6342.0
10258.0,2024-06-11 10:30,London,,3248.0,37.9,100.0,Medium,Dry,1317.0
10259.0,2024-01-28 05:15,London,,20000.0,3.0,0.0,High,Dry,453.0
10260.0,2024-04-25 08:51,London,,2488.0,47.7,0.0,Low,Dry,3723.0
10261.0,Unknown,London,,2218.0,58.4,0.0,Low,Snowy,6389.0
10262.0,,London,,1626.0,-27.078868768096577,0.0,Low,Dry,1724.0
,2024-06-09 01:28,London,,758.0,-4.726054118666025,0.0,Medium,Wet,
10264.0,Unknown,London,,3525.0,-3.397487398222718,0.0,Low,Dry,7306.0
10265.0,2024-08-05 13:45,London,,2278.0,62.1,0.0,Low,Dry,3031.0
10266.0,2024-07-07 21:48,London,Area_3,1271.0,101.4,0.0,Low,Dry,8316.0
10266.0,,London,,234.0,98.6,0.0,Low,Dry,5786.0
10268.0,,London,,2944.0,60.1,0.0,,,7529.0
10269.0,2099-00-00 90:85,London,,34.0,79.8,1.0,,Dry,6949.0
10270.0,2024-03-19 17:33,London,,3561.0,47.4,0.0,Low-Medium,Wet,2787.0
10271.0,2024-07-24 02:04,London,,700.0,85.8,0.0,Low,Dry,6210.0
10272.0,2024-01-10 20:36,London,,2203.0,79.3,,Low,Dry,3038.0
10273.0,2024-06-14 23:50,London,,97.0,54.0,0.0,Low,Dry,2734.0
10274.0,2099-00-00 94:80,London,,1309.0,68.5,0.0,Low,Dry,2377.0
10275.0,2024-09-15 14:30,London,,1793.0,74.1,0.0,Low,Dry,672.0
10276.0,,London,,980.0,81.4,0.0,Low-Medium,Dry,8874.0
10277.0,2024-08-05 21:51,London,,883.0,91.1,0.0,Low,Dry,8368.0
10278.0,2024-09-21 05:48,London,,349.0,46.1,0.0,Very High,Dry,5285.0
10279.0,2024-07-18 01:06,London,,183.0,93.2,0.0,Low,Dry,530.0
10280.0,2024-03-23 14:05,London,,2416.0,52.2,0.0,,Dry,209.0
10281.0,2099-00-00 95:93,London,,25000.0,3.0,0.0,High,Dry,4663.0
10282.0,N/A,London,,0.0,76.0,0.0,Low,Dry,1771.0
10283.0,2099-00-00 90:79,London,,692.0,80.5,0.0,Low,Dry,5008.0
10284.0,12/01/2024 04PM,London,,3725.0,41.2,0.0,Medium,Wet,
10285.0,2099-00-00 95:73,London,,1846.0,56.1,0.0,Low,Dry,3815.0
10286.0,2024-09-23 03:44,London,,310.0,91.5,0.0,Low,Snowy,5304.0
10287.0,2024-05-15 21:54,London,,1521.0,23.2,0.0,Medium,Dry,232.0
10288.0,2024-02-28 13:57,London,,1725.0,54.2,1.0,Low,Dry,3353.0
10289.0,2024-04-14 09:32,London,,1708.0,46.7,0.0,Low,Wet,4680.0
10290.0,2024-01-04 18:29,London,,3086.0,57.9,0.0,Medium,Dry,8808.0
10291.0,2024-05-09 23:48,London,,147.0,66.7,0.0,Low,Dry,6642.0
10292.0,2024-01-01 19:15,London,Area_4,1515.0,72.2,0.0,Low,Dry,3697.0
10293.0,2024-05-06 08:48,London,,2064.0,47.0,0.0,Low,Dry,3221.0
10294.0,2099-00-00 94:91,London,,1008.0,70.2,0.0,Low,Snowy,4291.0
10295.0,2024-01-14 01:06,London,,686.0,88.4,0.0,Very High,Dry,3813.0
10296.0,2024-03-02 02:00,London,,546.0,56.4,0.0,Low,Damaged,8939.0
10297.0,2024-01-07 09:51,London,,25000.0,,0.0,Medium,Wet,7422.0
10298.0,2024-09-24 03:22,London,,92.0,98.1,0.0,Low,Dry,7761.0
10299.0,2099-00-00 93:97,,,2520.0,61.9,20.0,Medium,Dry,5763.0
10300.0,2024-07-30 00:18,London,,124.0,63.7,0.0,Low,Dry,1955.0
10301.0,31/05/2024 08PM,London,,1838.0,53.9,0.0,Low,Wet,24986.0
10302.0,,London,,52.0,96.7,0.0,Low,Dry,22706.0
10303.0,2024-07-18 01:12,London,,399.0,99.1,100.0,Low,Dry,1992.0
10304.0,2024-06-05 13:30,London,,1899.0,54.6,0.0,Low,Wet,7029.0
10305.0,N/A,,,937.0,76.5,50.0,Low,Snowy,9966.0
10306.0,04/03/2024 07AM,London,,3981.0,39.9,0.0,Medium,Dry,9037.0
10307.0,N/A,London,,1779.0,71.3,0.0,Low,Dry,5618.0
10308.0,2024-05-24 04:45,London,,629.0,64.3,0.0,Low,Wet,4142.0
10309.0,19/09/2024 05PM,London,,3129.0,63.6,0.0,Medium,Wet,605.0
10310.0,2024-02-06 22:07,London,,1488.0,75.6,0.0,Low,Dry,
10311.0,,London,,1635.0,54.7,0.0,Low,Dry,4450.0
10312.0,20/02/2024 12AM,London,,293.0,86.9,0.0,Low,Dry,2423.0
10313.0,2024-05-07 16:42,London,Area_2,3251.0,26.1,20.0,Medium,Dry,4414.0
10314.0,2024-04-21 23:39,London,,1073.0,89.9,0.0,Extreme,Dry,8352.0
10315.0,2024-06-17 13:16,London,,25000.0,3.0,0.0,High,Dry,9391.0
10316.0,2024-08-22 15:04,London,,30000.0,3.0,0.0,High,,8183.0
10317.0,2024-03-09 22:55,London,Area_13,1745.0,63.1,0.0,Low,Snowy,682.0
10318.0,2024-03-01 13:57,London,,2255.0,43.2,1.0,Low,Dry,8496.0
10319.0,2024-01-01 15:28,London,Area_4,1345.0,40.0,0.0,Low,Dry,4654.0
10320.0,2024-12-22 03:35,London,,0.0,110.5,0.0,,Damaged,2466.0
10321.0,2024-04-07 18:18,London,,,59.1,0.0,Low,Dry,7889.0
10322.0,2024-12-07 17:25,London,,3160.0,59.2,,Medium,Dry,4151.0
10323.0,2099-00-00 95:77,London,,305.0,73.2,0.0,Low,Dry,8786.0
10324.0,2024-08-23 15:07,London,,2199.0,69.6,0.0,Low,Dry,
10325.0,2024-01-26 07:15,London,,4080.0,45.3,0.0,High,Dry,1127.0
10326.0,2024-09-06 13:41,London,,1925.0,66.1,0.0,Low,Dry,7329.0
10327.0,2024-08-06 14:12,London,,2040.0,49.0,0.0,Low,Damaged,5111.0
10328.0,TBD,London,,2114.0,95.2,0.0,Low,Dry,8270.0
10329.0,2024-01-19 19:45,London,,1165.0,57.6,,Low,Wet,6440.0
10330.0,06/01/2024 07AM,London,Area_13,2995.0,59.5,0.0,Medium,Snowy,9384.0
10331.0,2024-03-26 18:22,London,,1772.0,71.2,0.0,,Damaged,115.0
10332.0,2024-01-10 11:42,London,,1720.0,70.5,20.0,Low,Damaged,1496.0
10333.0,Unknown,London,,528.0,69.8,0.0,Low,Dry,9392.0
10334.0,,London,,499.0,87.1,0.0,Low,Snowy,6025.0
10335.0,2099-00-00 99:72,London,,2089.0,44.0,0.0,Low,Wet,3071.0
10336.0,2024-02-01 21:13,London,,815.0,89.8,0.0,Low,Wet,4995.0
10337.0,2024-10-31 20:41,London,,675.0,77.5,0.0,,Dry,6734.0
10338.0,2024-05-30 10:56,London,,2197.0,80.5,0.0,Low,Wet,6722.0
10339.0,TBD,London,,2102.0,53.2,0.0,Low,Dry,4406.0
10340.0,,London,,465.0,27.8,0.0,Medium,Wet,6141.0
10341.0,2024-01-07 10:56,London,,2578.0,51.5,0.0,Very High,Dry,1601.0
10342.0,2024-03-23 20:30,London,,1440.0,52.4,0.0,Low,Dry,3752.0
10343.0,2024-01-12 20:24,London,,272.0,82.1,0.0,Low,Wet,961.0
10344.0,2024-04-21 19:48,London,,30000.0,3.0,0.0,High,Wet,713.0
10345.0,2024-02-25 18:24,London,,4571.0,6.6,100.0,High,Snowy,5715.0
10346.0,2024-01-27 21:44,London,,817.0,54.5,1.0,Low,Dry,8203.0
10347.0,2024-02-15 02:24,London,,811.0,58.6,1.0,Low,Dry,
10347.0,2024-05-03 21:52,London,,1490.0,43.0,0.0,Low,Dry,6790.0
10349.0,2024-10-20 18:37,London,,-100.0,11.8,0.0,Medium,Dry,4905.0
10350.0,2024-01-12 23:30,London,,1057.0,81.1,0.0,Low,Snowy,
10351.0,2024-03-13 20:24,London,,521.0,67.7,0.0,Low,Dry,5282.0
10352.0,2024-04-28 17:46,London,,2843.0,41.1,0.0,Medium,Dry,3069.0
10353.0,2024-01-19 13:52,London,,1256.0,76.1,0.0,Low,Wet,5848.0
10354.0,2024-01-29 22:48,London,,1444.0,57.5,0.0,Low,Dry,6161.0
10355.0,2024-06-11 07:46,London,,2708.0,72.1,0.0,Medium,Wet,5601.0
10356.0,2024-02-02 12:52,London,,2917.0,71.5,0.0,Medium,,9324.0
10357.0,2024-08-12 08:59,London,,,40.8,0.0,High,Dry,8399.0
10358.0,2099-00-00 93:86,London,,1960.0,64.2,0.0,Low,Dry,1065.0
10359.0,2024-08-04 17:59,London,,2526.0,47.1,0.0,Medium,Dry,3850.0
10360.0,2024-12-18 01:50,London,,444.0,87.2,0.0,Low,Dry,20438.0
10361.0,2024-05-14 18:00,London,,3464.0,46.2,0.0,Medium,Dry,
10362.0,2024-09-23 09:08,London,Area_7,2327.0,81.9,0.0,Low,Dry,5353.0
10363.0,2024-04-26 01:38,London,,955.0,86.7,0.0,Low,Dry,1582.0
10364.0,,London,,941.0,53.0,0.0,Low,Dry,6704.0
10365.0,2024-04-17 00:32,London,,20000.0,3.0,1.0,High,Dry,4036.0
10366.0,2024-02-22 03:58,London,,20000.0,3.0,0.0,High,Dry,3460.0
10367.0,2024-05-06 13:28,London,,1421.0,91.0,0.0,Low,Wet,5735.0
10368.0,,London,,503.0,96.6,0.0,Low,Dry,5818.0
10369.0,2099-00-00 93:64,London,,168.0,89.3,0.0,Low,Dry,6711.0
10370.0,2099-00-00 94:60,London,,3580.0,34.9,0.0,Medium,Dry,2005.0
10371.0,2024-02-06 01:20,London,Area_15,0.0,78.3,0.0,Low,Wet,5099.0
10372.0,25/12/2024 07PM,London,,1881.0,85.1,0.0,Low,Wet,7930.0
10373.0,2024-01-16 23:20,London,,0.0,79.6,0.0,Low,Dry,4702.0
10374.0,2024-05-04 07:30,London,,3461.0,40.7,0.0,Medium,Wet,8081.0
10375.0,2024-03-19 03:45,London,,965.0,107.5,1.0,Low,Wet,9759.0
10376.0,Unknown,London,,670.0,73.4,0.0,Low,Snowy,5965.0
10377.0,2024-04-05 20:12,London,,0.0,101.4,0.0,Low,Dry,29839.0
10377.0,2024-02-20 23:45,London,,1308.0,73.8,0.0,Low,Dry,1300.0
10379.0,2024-02-12 11:20,London,,2483.0,63.8,0.0,Low,,6943.0
10380.0,2024-07-04 22:30,London,,30000.0,3.0,0.0,High,Dry,5729.0
10381.0,2024-04-02 12:00,London,,2256.0,66.8,1.0,Low,Wet,7043.0
10382.0,2024-03-13 09:36,London,,2166.0,76.5,0.0,,Wet,4997.0
10383.0,,London,,20000.0,3.0,0.0,High,Dry,2226.0
10384.0,2024-01-05 01:36,London,,414.0,106.7,1.0,Low,Dry,3427.0
10385.0,2024-07-27 08:27,London,,3712.0,16.3,0.0,Medium,,26787.0
10386.0,2024-02-03 03:27,London,,730.0,66.7,0.0,Low,Dry,5660.0
10387.0,2099-00-00 96:83,London,,1251.0,61.7,0.0,Low,Dry,1544.0
10388.0,2024-03-15 06:34,London,,571.0,89.6,0.0,Low,,3672.0
10389.0,01/09/2024 08PM,London,,1943.0,33.9,0.0,Low,Dry,8536.0
10390.0,2024-02-20 11:00,London,,1847.0,68.3,0.0,,Wet,7932.0
10390.0,2024-04-19 11:41,London,,1678.0,56.4,0.0,Low,Snowy,7368.0
10392.0,2024-11-13 01:02,,,169.0,80.4,0.0,Low,Dry,27914.0
10393.0,2024-04-07 13:45,,,1569.0,56.4,0.0,Low,Wet,9796.0
10394.0,03/01/2024 06AM,London,,676.0,75.8,0.0,Low,Dry,8005.0
10395.0,2024-02-24 01:40,London,,447.0,68.3,0.0,Low,Dry,2797.0
10396.0,2024-10-26 17:09,London,,2972.0,39.8,0.0,Medium,Dry,5571.0
10397.0,,London,,,42.9,1.0,Low,Dry,7933.0
10398.0,,London,,2805.0,74.3,0.0,Medium,Dry,7168.0
10399.0,2024-06-10 20:09,London,Area_3,2114.0,35.4,0.0,Low,Dry,7958.0
10400.0,2024-09-03 00:05,London,,923.0,62.6,0.0,Low,Dry,294.0
10401.0,2024-03-04 09:00,London,,2719.0,22.8,0.0,Medium,Wet,5019.0
10402.0,2024-02-12 05:51,London,,1083.0,59.5,1.0,Low,Dry,4873.0
10403.0,2024-01-15 05:18,London,,95.0,72.8,0.0,Low,Wet,8175.0
10404.0,2024-05-31 08:51,London,,2190.0,47.7,1.0,Low,Wet,1962.0
10405.0,2024-03-31 11:12,London,,2798.0,53.1,1.0,Medium,Dry,6167.0
10406.0,2024-12-18 18:33,London,,2675.0,35.2,0.0,Medium,Dry,2179.0
10407.0,2099-00-00 99:90,London,,820.0,100.8,1.0,Low,Dry,2933.0
10408.0,2024-03-31 17:06,London,,3783.0,60.3,0.0,Medium,Dry,902.0
10409.0,,London,,1423.0,64.0,0.0,Low,Wet,629.0
10410.0,2024-10-05 21:40,London,,2270.0,51.7,1.0,Low,Wet,6362.0
10411.0,2024-05-28 15:45,London,,1995.0,50.0,0.0,Low,Dry,5579.0
10412.0,2024-05-06 14:30,London,Area_13,2228.0,73.0,0.0,Low,Dry,9143.0
10413.0,,London,,2336.0,99.3,0.0,Low,Wet,3774.0
10414.0,2024-04-03 04:40,London,,682.0,84.3,0.0,Low,Dry,
10415.0,Unknown,London,,20000.0,3.0,0.0,High,Damaged,23489.0
10416.0,2024-07-19 13:12,London,,2327.0,51.0,0.0,Low,,5323.0
10417.0,2099-00-00 97:72,London,,478.0,101.5,0.0,Low,Dry,8880.0
10418.0,2024-11-01 12:56,London,,2331.0,47.8,0.0,Low-Medium,Wet,5549.0
10419.0,2024-09-22 09:59,London,,2405.0,-7.728437849824398,0.0,High,Dry,5916.0
10420.0,05/02/2024 04PM,London,Area_1,3261.0,47.4,0.0,Medium,Dry,7938.0
10421.0,2099-00-00 91:82,London,,3506.0,,0.0,Medium,Dry,5229.0
10422.0,2024-05-25 20:26,London,,1879.0,46.2,,Low,Wet,3515.0
10423.0,2024-10-28 21:53,London,,1866.0,58.3,1.0,Low,Dry,2288.0
10424.0,2024-04-17 13:27,London,,30000.0,3.0,0.0,High,Dry,7350.0
10425.0,2024-05-25 10:40,London,,1927.0,47.6,0.0,Low,Dry,2958.0
10426.0,2024-02-11 09:18,London,,3637.0,39.1,0.0,Low-Medium,Dry,4270.0
10427.0,2024-10-05 16:32,London,,2909.0,25.7,,Medium,Wet,4798.0
10428.0,2024-01-11 04:48,London,,962.0,61.1,0.0,Low,Dry,4103.0
10429.0,2099-00-00 97:75,London,,2512.0,61.6,1.0,Medium,Dry,6731.0
10430.0,2024-01-02 11:21,London,,2082.0,38.9,0.0,Low,Dry,802.0
10431.0,,London,Area_6,0.0,17.0,0.0,Medium,Dry,2671.0
10431.0,2024-02-01 22:02,London,,1942.0,76.7,0.0,Low,Dry,9224.0
10433.0,13/06/2024 01AM,London,,672.0,77.2,0.0,Low,Dry,3481.0
10434.0,2024-04-25 17:08,London,,3555.0,68.4,0.0,Medium,Dry,5562.0
10435.0,2099-00-00 97:66,London,,2039.0,59.2,0.0,Low,Wet,5196.0
10436.0,,London,Area_8,1754.0,38.4,0.0,Extreme,Dry,1385.0
10437.0,,London,,1388.0,70.1,0.0,Low,Snowy,
10438.0,2099-00-00 98:72,London,,,65.1,1.0,Low,Dry,9137.0
10439.0,2024-12-27 06:48,London,,115.0,84.9,0.0,Low,Dry,1975.0
10440.0,2024-12-15 18:20,London,Area_8,3059.0,50.1,,Medium,Dry,9859.0
10441.0,30/04/2024 10AM,London,,2240.0,83.2,0.0,Low,Dry,2591.0
10442.0,08/05/2024 06PM,London,,2330.0,,0.0,Low,Dry,4550.0
10443.0,2099-00-00 96:88,London,,314.0,95.4,0.0,Low,Snowy,5807.0
10444.0,2024-08-07 00:10,London,,442.0,75.0,30.0,Low,Wet,9483.0
10445.0,2024-01-28 04:58,London,,255.0,67.5,0.0,Low,Wet,9541.0
10446.0,02/09/2024 01PM,London,,1357.0,19.4,0.0,Medium,Dry,4903.0
10446.0,2024-07-26 11:21,London,,402.0,71.8,0.0,Low,Dry,2229.0
,2024-04-06 14:56,London,,2315.0,65.5,1.0,Low,Dry,3511.0
10449.0,2024-02-18 19:07,London,,1428.0,46.0,0.0,Low,Dry,8700.0
10450.0,28/07/2024 10PM,London,,896.0,80.6,0.0,Low,Wet,3184.0
10451.0,25/04/2024 06PM,London,,3808.0,39.0,1.0,Medium,Dry,227.0
10452.0,2024-04-19 06:55,London,,829.0,73.1,50.0,Low-Medium,Dry,2509.0
10453.0,16/06/2024 08AM,London,,3655.0,48.7,0.0,Medium,Dry,7841.0
10454.0,2099-00-00 99:64,London,,1810.0,93.5,0.0,Low,Dry,9269.0
10455.0,2024-04-12 06:06,London,,981.0,77.7,0.0,Low,Wet,6903.0
10455.0,2024-11-18 15:06,London,,1741.0,71.7,0.0,Low,Dry,8706.0
10457.0,2024-10-22 00:14,London,,-100.0,98.0,0.0,Low,Dry,9166.0
10458.0,2024-05-19 21:40,London,,815.0,80.5,0.0,Very High,Dry,4358.0
10459.0,2024-05-15 20:46,London,,-100.0,83.1,0.0,Low,Dry,9756.0
10460.0,2024-03-25 00:51,London,,20000.0,3.0,0.0,High,Dry,
10461.0,22/02/2024 07PM,London,,-100.0,75.7,0.0,Low,Dry,2058.0
10462.0,2024-02-25 22:15,London,,0.0,,0.0,Low,Dry,3347.0
10463.0,,London,,2201.0,26.8,0.0,Medium,Dry,3339.0
10464.0,2024-06-08 18:29,London,,2652.0,42.9,0.0,Medium,Dry,18512.0
10465.0,2024-03-01 10:32,London,,0.0,71.3,0.0,Low,Dry,1427.0
10466.0,2024-03-26 05:31,London,,735.0,50.4,0.0,Low,Dry,3074.0
10467.0,2024-01-25 12:22,London,,3194.0,49.2,0.0,Medium,Dry,4663.0
10468.0,2024-03-10 13:26,London,,2135.0,29.0,100.0,Very High,Dry,3786.0
10469.0,2024-02-02 21:04,London,Area_5,1677.0,66.0,50.0,Low,Snowy,3841.0
10470.0,2024-01-02 16:36,London,,4178.0,32.0,,High,Dry,24713.0
10471.0,2024-01-11 00:00,London,,592.0,78.8,0.0,Low,Dry,5259.0
10472.0,2024-06-03 00:31,London,,534.0,73.7,0.0,Low,Dry,1381.0
10473.0,2024-04-14 09:07,London,,1799.0,35.6,0.0,Low,Dry,4469.0
10474.0,2024-02-23 16:48,London,,3356.0,30.2,0.0,Medium,Dry,9422.0
10475.0,2024-03-24 00:30,London,,620.0,93.0,0.0,Low,Dry,7086.0
10476.0,2024-01-14 23:30,London,,1160.0,67.3,0.0,Low,Dry,730.0
10477.0,,London,,2674.0,71.5,0.0,,,2342.0
10478.0,2024-05-19 00:01,London,,350.0,60.9,0.0,Low,Dry,5142.0
10479.0,2024-02-12 01:42,London,,935.0,60.9,0.0,Low,Dry,9532.0
10480.0,,London,,1116.0,63.5,0.0,Low,Dry,961.0
10480.0,31/03/2024 02AM,London,,183.0,53.7,,Low,Dry,7779.0
10482.0,22/06/2024 10AM,London,,2847.0,42.5,0.0,Medium,Dry,2966.0
10483.0,2024-07-25 03:22,London,,382.0,72.3,1.0,Low,Dry,6874.0
10484.0,2024-04-15 16:56,London,,3417.0,40.3,0.0,,Dry,5852.0
10485.0,2024-02-04 23:44,London,,258.0,62.8,0.0,Low,Wet,18901.0
10486.0,2024-07-11 09:55,London,,2164.0,55.2,1.0,Low,Dry,3586.0
