weather_id,date_time,city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_condition,air_pressure_hpa
6242.0,2099-13-59 74:64,London,Winter,4.2,49.0,2.9,26.9,20545,Fog,1026.3
6243.0,2024-07-24 20:08,London,Summer,,38.0,1.3,32.9,4591,Clear,1006.1
6244.0,2099-13-74 87:92,London,Spring,11.0,81.0,1.2,30.8,1930,Rain,1011.1
6245.0,15/09/2024 08AM,London,Autumn,10.2,21.0,12.8,20.6,,Clear,996.8
6246.0,2024-03-20 05:59,London,Spring,14.6,64.0,5.9,60.3,3251,Rain,
6247.0,2024-11-08 20:33,London,Autumn,9.8,79.0,7.4,68.3,,Storm,1002.4
6248.0,2024-03-16 08:48,London,Summer,23.3,68.0,8.1,300.0,8251,Clear,1012.8
6249.0,2024-12-09 11:16,London,Winter,1.3,97.0,8.7,4.3,614,Rain,1002.2
6250.0,2024-03-01T13:30:00Z,London,Winter,5.3,56.0,5.1,11.6,5159,Clear,1007.2
6251.0,2099-13-46 40:83,London,,21.9,77.0,2.1,,3425,Snow,1004.4
6252.0,2024-05-11 23:45,London,Spring,17.0,28.0,0.5,14.9,2193,Rain,1009.7
6253.0,2024-01-07 06:16,London,Winter,1.4,25.0,2.0,39.1,4376,Clear,1050.0
6254.0,2024-01-30 14:30,London,Winter,4.6,47.0,1.5,1.7,7570,Rain,1008.3
6255.0,2024-07-02T07:12:00Z,London,Autumn,7.2,90.0,6.6,3.8,9569,Fog,1025.5
6256.0,,London,Summer,16.2,47.0,,13.7,7109,Clear,967.0
6256.0,2024-04-05 16:21,London,Spring,11.9,-10.0,5.7,14.4,4590,Snow,
6258.0,11/06/2024 10AM,,Summer,25.6,35.0,18.7,4.4,360,Snow,1050.0
6259.0,2024-01-28 05:15,London,Winter,-1.1,66.0,8.5,5.1,1250,Rain,1021.8
6260.0,2024-04-25 08:51,London,Spring,12.5,82.0,1.8,46.2,9208,Rain,981.2
6261.0,2024-03-16 16:38,London,Spring,10.8,90.0,6.6,9.4,9993,Clear,1002.5
6262.0,2099-13-42 37:64,London,Summer,17.7,43.0,5.3,20.8,9635,Clear,1005.7
6263.0,2024-06-09 01:28,London,Summer,21.3,,7.5,21.8,7934,Rain,1014.7
6263.0,2024-04-25 18:19,London,Spring,12.1,24.0,16.6,9.7,5056,Clear,1020.3
6265.0,2024-08-05 13:45,London,Summer,18.2,-10.0,5.2,23.9,8060,Clear,1010.2
6266.0,07/07/2024 09PM,London,Summer,19.4,,113.6,24.8,9066,Rain,1024.4
6267.0,11/06/2024 04AM,London,Summer,17.7,95.0,2.4,40.9,8179,Clear,1003.7
6268.0,2024-04-10 18:37,London,Spring,10.9,53.0,2.4,0.6,4393,,1015.7
6269.0,2099-13-55 60:88,London,,11.7,36.0,2.9,24.3,4521,Clear,1003.0
6270.0,2024-03-19 17:33,London,Spring,14.9,55.0,165.9,4.4,8793,Clear,1004.2
6271.0,2024-07-24 02:04,London,Summer,-30.0,23.0,13.8,10.1,6379,Clear,1007.5
6272.0,2024-01-10 20:36,London,Winter,4.9,88.0,2.0,10.8,7046,Rain,
6273.0,2099-13-87 29:75,London,,2.5,93.0,1.7,9.2,,Clear,1015.5
6274.0,2024-06-01 19:53,London,Summer,19.6,96.0,5.5,25.7,7739,Clear,1009.9
6275.0,2024-09-15 14:30,London,Autumn,10.8,80.0,0.9,24.5,3055,Rain,999.7
6276.0,2099-13-70 67:87,London,Winter,2.8,35.0,4.1,1.0,9388,Clear,1025.3
6277.0,05/08/2024 09PM,London,Summer,21.0,150.0,116.9,13.3,9532,Clear,1028.1
6278.0,21/09/2024 05AM,London,Autumn,12.0,150.0,3.7,6.8,,Clear,1021.0
6279.0,2024-07-18 01:06,London,Summer,23.5,57.0,0.5,53.0,7450,Rain,1021.6
6280.0,2024-03-23 14:05,,Spring,13.7,61.0,5.7,8.5,9257,Clear,1037.5
6281.0,2024-02-25 02:00,,Winter,-0.5,20.0,1.2,29.2,5974,Snow,1016.5
6282.0,21/02/2024 08PM,London,Winter,-0.7,150.0,9.8,52.0,,Snow,1038.4
6283.0,2024-05-23 00:53,London,Spring,13.7,23.0,0.4,25.1,,Fog,999.1
6284.0,,London,Autumn,14.3,58.0,6.0,3.5,5728,Clear,1015.9
6285.0,2024-01-21 17:12,London,Winter,0.7,39.0,3.7,17.6,1436,Clear,1047.0
6286.0,2024-09-23 03:44,London,Autumn,13.4,32.0,9.4,2.8,8667,Clear,1013.4
6287.0,2024-05-15 21:54,London,Spring,10.5,62.0,17.4,11.5,4869,Fog,1017.0
6288.0,2099-13-87 28:92,London,Summer,21.0,62.0,111.9,34.8,3496,Clear,1022.7
6289.0,2024-04-14 09:32,London,Spring,13.9,77.0,90.7,30.8,2117,Clear,992.7
6290.0,2099-13-55 86:98,London,Autumn,10.4,66.0,2.1,11.1,4394,Rain,978.0
6291.0,2024-05-09 23:48,London,Spring,12.1,66.0,,3.6,391,Storm,1044.3
6292.0,2024-01-01 19:15,London,Winter,4.0,67.0,3.4,22.8,859,Rain,1007.4
6293.0,2024-05-06T08:48:00Z,London,Spring,9.0,43.0,0.3,250.0,7974,Fog,1010.8
6294.0,2024-03-23 02:20,London,Spring,15.3,31.0,6.8,37.9,5450,Fog,1022.6
6295.0,2024-01-14T01:06:00Z,London,Winter,4.2,98.0,3.3,,8531,,1024.6
6296.0,2024-03-02 02:00,London,Spring,13.8,67.0,4.0,,3938,Fog,986.6
6297.0,2024-01-07 09:51,London,Winter,7.9,86.0,8.9,11.3,4692,,1016.2
6298.0,2024-09-24T03:22:00Z,London,Autumn,14.0,21.0,1.1,5.8,7176,Clear,993.7
6299.0,2024-06-01 16:59,London,Summer,21.0,83.0,0.7,11.9,9055,Clear,1044.9
6300.0,2024-07-30 00:18,London,Summer,20.3,98.0,3.0,24.3,7212,Clear,1038.3
6301.0,,London,Winter,-2.6,54.0,6.8,5.2,2044,Clear,1002.9
6302.0,2024-09-28T05:19:00Z,London,Autumn,10.2,69.0,4.3,24.3,9192,Rain,959.5
6303.0,2024-07-18 01:12,London,Summer,18.8,-5.0,3.4,26.6,5383,Clear,996.8
6304.0,,,,16.9,20.0,4.7,31.5,7897,Rain,1026.7
6305.0,2024-01-18 12:45,London,Winter,5.3,75.0,15.7,14.7,8407,Snow,1034.8
6306.0,2024-03-04 07:51,London,Spring,18.4,22.0,3.0,17.5,5284,Clear,980.6
6307.0,2024-12-10 11:05,London,Winter,-0.2,46.0,0.2,14.9,3399,Rain,1001.2
6307.0,,London,Winter,3.6,39.0,4.2,8.1,4891,Clear,998.1
6309.0,2024-09-19 17:23,London,Spring,10.7,34.0,21.3,12.5,152,Clear,1020.6
6310.0,2024-02-06 22:07,London,Winter,-0.8,37.0,0.3,12.9,1856,Rain,981.1
6311.0,2024-07-17 22:42,London,Summer,15.8,74.0,1.2,10.1,31658,Clear,1024.1
6312.0,2024-02-20 00:00,London,Winter,0.2,71.0,4.2,26.7,5886,Rain,1034.7
6313.0,2024-05-07 16:42,London,Spring,14.1,42.0,0.8,15.6,3002,,1022.3
6314.0,2024-04-21 23:39,London,Spring,12.2,94.0,180.6,19.8,4912,Clear,1011.3
6315.0,2024-06-17 13:16,London,Summer,18.9,62.0,3.7,3.4,1111,Clear,998.6
6316.0,2024-08-22 15:04,London,Summer,17.5,73.0,2.9,18.1,7676,Clear,1011.1
6317.0,2024-03-09 22:55,London,Spring,15.8,38.0,15.6,39.4,3063,Clear,1031.7
6318.0,01/03/2024 01PM,London,Spring,14.4,80.0,0.5,3.5,9964,Fog,1014.6
6319.0,2024-01-01T15:28:00Z,London,Winter,2.3,27.0,13.9,6.0,9031,Snow,1013.3
6320.0,,London,Winter,2.9,58.0,0.9,8.9,2495,,977.5
6321.0,2024-04-07 18:18,London,Spring,,43.0,1.6,28.8,Unknown,Clear,1016.6
6322.0,2024-12-07T17:25:00Z,London,Winter,5.8,28.0,5.8,31.9,,Clear,1036.8
,06/04/2024 01AM,London,Spring,12.1,26.0,3.0,5.7,5697,Rain,1007.9
6324.0,2024-08-23 15:07,London,Summer,19.9,37.0,7.6,12.1,9878,Rain,1041.7
6324.0,2024-01-26 07:15,London,Winter,3.2,34.0,3.9,8.1,3403,Clear,1005.0
6326.0,,London,Spring,13.1,74.0,5.6,32.9,8919,Rain,1019.7
6327.0,2024-08-06 14:12,London,Summer,13.4,98.0,8.1,4.4,6158,Snow,981.8
6328.0,2024-05-06 14:14,London,Spring,13.1,52.0,2.7,9.1,6935,,1003.6
6329.0,2024-01-19 19:45,London,Winter,3.0,70.0,4.5,25.9,5481,Storm,1023.2
6330.0,2024-01-06 07:20,London,Winter,4.5,40.0,3.3,21.3,9398,,978.8
6331.0,2024-03-26 18:22,London,Spring,,55.0,2.5,3.8,5385,,997.1
6332.0,2099-13-45 83:79,London,,5.5,60.0,2.1,24.3,568,Clear,1021.3
6333.0,22/07/2024 06AM,London,Summer,20.8,77.0,78.0,14.2,6236,Storm,982.9
6334.0,2024-01-07 05:30,London,Winter,2.7,54.0,5.6,47.0,9765,Clear,1029.4
6335.0,2024-06-01 22:56,London,Winter,2.0,98.0,6.7,250.0,,Rain,970.5
6336.0,2024-02-01 21:13,London,Winter,3.5,70.0,3.7,7.2,2693,Storm,1049.2
6337.0,2024-10-31 20:41,,Spring,60.0,69.0,0.8,1.3,1415,Clear,989.6
6338.0,2024-05-30 10:56,London,Spring,14.7,80.0,2.7,21.2,37219,Snow,1008.0
6339.0,2024-04-21 20:10,London,Spring,11.6,,15.0,37.5,8481,Rain,1013.2
6340.0,2024-02-09 02:04,London,Winter,4.2,75.0,,11.8,1153,Rain,980.6
6341.0,2024-01-07 10:56,London,Winter,0.8,27.0,8.3,14.2,1952,Rain,1041.0
6342.0,,London,Winter,1.8,85.0,1.6,38.1,2809,Rain,971.5
6343.0,2099-13-41 38:88,London,Winter,-1.9,59.0,127.0,20.2,8937,Clear,1003.3
6344.0,21/04/2024 07PM,London,Spring,8.9,59.0,4.4,300.0,1912,Clear,1003.9
6345.0,2024-02-25 18:24,London,Winter,6.7,41.0,1.1,1.1,2104,Storm,973.7
6346.0,2024-01-27 21:44,London,Winter,-1.2,37.0,195.1,16.6,694,Rain,1002.1
6346.0,2024-02-15T02:24:00Z,London,Winter,0.3,95.0,1.5,24.9,29908,Snow,1012.9
6348.0,2024-05-03 21:52,London,Summer,17.0,22.0,1.2,14.5,9853,Rain,1004.3
6349.0,2024-10-20 18:37,London,Autumn,9.0,75.0,0.0,18.1,7167,Clear,980.4
6350.0,2024-01-12 23:30,London,Winter,5.2,85.0,147.2,2.9,7037,Clear,1029.0
6351.0,2024-03-13 20:24,London,Spring,11.7,30.0,5.4,4.9,9529,Clear,1050.0
6352.0,2024-04-28 17:46,London,Spring,13.6,20.0,16.5,8.4,4679,Snow,1050.0
6353.0,2024-01-19T13:52:00Z,London,Winter,1.2,50.0,1.4,32.2,4264,Rain,1013.4
6354.0,,London,Spring,16.7,61.0,0.4,30.2,1680,Rain,1025.4
6355.0,2024-06-11 07:46,London,Summer,22.5,21.0,9.3,14.5,49675,Rain,1012.8
6356.0,2024-02-02 12:52,London,Winter,5.1,150.0,1.9,8.5,1363,Storm,1027.2
6357.0,12/08/2024 08AM,London,Summer,18.2,60.0,68.0,45.9,4050,Clear,996.3
6358.0,2024-05-02 15:16,London,Spring,-30.0,-5.0,6.8,10.5,,Clear,1016.7
6358.0,2024-08-04 17:59,London,Summer,19.9,90.0,2.5,49.4,5039,Clear,1043.9
6360.0,2024-12-18 01:50,London,Winter,2.6,100.0,3.5,9.4,20352,Clear,988.1
6360.0,2024-05-14 18:00,London,Spring,13.6,33.0,1.4,11.9,1125,Clear,1023.8
6362.0,2024-09-23 09:08,London,Autumn,10.6,38.0,5.6,150.0,,Rain,1012.9
6363.0,2024-04-26 01:38,London,Spring,13.9,83.0,173.5,25.6,1091,Clear,1002.4
6364.0,2024-07-18 12:50,London,Summer,18.1,40.0,1.5,40.6,5646,Snow,1027.7
6365.0,17/04/2024 12AM,London,Spring,10.7,23.0,148.6,7.5,1802,Clear,1004.9
6366.0,2024-02-22 03:58,London,Winter,4.5,37.0,174.1,55.3,9283,Clear,1004.8
6367.0,2099-13-97 83:60,London,Autumn,-30.0,91.0,5.5,19.8,5564,Clear,1021.6
6368.0,2099-13-68 91:97,London,Spring,10.7,33.0,2.9,6.6,4592,Clear,1007.5
6369.0,2024-04-24 05:58,London,Spring,16.5,82.0,1.5,14.9,,,1007.3
6370.0,2024-12-20 18:26,London,Winter,5.4,83.0,7.3,11.7,1974,Clear,987.0
6370.0,2024-02-06 01:20,London,Winter,5.7,23.0,4.4,32.4,7961,Rain,1000.2
6372.0,2024-12-25T19:05:00Z,London,Winter,1.9,-5.0,24.7,12.4,9448,Clear,1027.1
6373.0,2024-01-16 23:20,London,Winter,-1.2,150.0,2.1,9.4,8407,Rain,1026.8
6374.0,2099-13-43 27:75,London,,15.2,39.0,0.2,18.0,5466,Rain,1004.4
6375.0,2024-03-19 03:45,London,Spring,14.0,23.0,,19.3,3390,Clear,1023.7
6376.0,,London,Autumn,11.4,150.0,0.1,29.8,2014,Clear,1007.2
6377.0,2024-04-05T20:12:00Z,London,Spring,11.5,30.0,0.3,55.5,,Fog,
6378.0,20/02/2024 11PM,London,Winter,5.4,59.0,9.9,9.0,5748,Rain,1047.2
6379.0,12/02/2024 11AM,London,Winter,4.1,83.0,0.7,13.8,40658,Clear,1007.5
6380.0,2099-13-98 41:82,London,Autumn,10.0,55.0,2.3,22.6,849,Clear,985.4
6381.0,2024-04-02 12:00,London,Spring,-50.0,46.0,1.9,25.5,48355,Rain,1032.2
6381.0,2024-03-13 09:36,London,Spring,10.9,52.0,1.6,13.1,9446,Snow,1007.4
6383.0,2099-13-87 57:89,London,Autumn,100.0,33.0,0.8,16.6,1012,Rain,1027.3
6384.0,2024-01-05 01:36,London,Winter,1.9,39.0,7.6,25.6,8231,Rain,1041.4
6385.0,,London,Summer,22.3,84.0,21.5,60.7,2404,Fog,1006.8
6386.0,,London,Spring,13.5,36.0,0.4,65.7,4584,,958.5
6387.0,2024-01-16 21:42,London,Winter,7.6,22.0,156.1,3.3,4833,Clear,1035.7
6388.0,,London,,19.0,73.0,0.9,47.6,3805,Clear,
6389.0,2024-09-01 20:00,London,Autumn,15.0,30.0,19.6,,2755,Rain,1002.4
6390.0,,London,,31.1,63.0,0.5,38.0,,Clear,1005.2
6391.0,2024-04-19 11:41,London,Spring,7.7,46.0,2.5,28.6,7854,,1004.7
6392.0,2024-11-13 01:02,London,Autumn,8.0,67.0,8.7,24.9,54,Rain,987.6
6393.0,07/04/2024 01PM,London,Spring,9.6,55.0,5.2,21.3,2202,Clear,1034.1
6394.0,2024-01-03T06:36:00Z,London,Winter,-4.5,99.0,,35.2,7159,Rain,1043.7
6395.0,2024-02-24 01:40,London,Winter,4.0,26.0,4.2,3.6,5367,Clear,1026.3
,2024-10-26 17:09,London,Autumn,7.3,42.0,6.4,25.9,7082,,1036.5
6397.0,26/02/2024 09AM,London,Winter,0.6,61.0,5.2,29.3,6375,Rain,1050.0
6398.0,2099-13-97 61:66,London,,20.6,68.0,116.2,14.7,8418,Rain,997.4
6399.0,2024-06-10 20:09,London,Summer,18.3,75.0,2.1,2.3,9537,Clear,1008.7
6400.0,2024-09-03 00:05,London,Autumn,15.3,54.0,2.9,19.4,,,987.4
6400.0,2024-03-04 09:00,London,Spring,9.9,85.0,4.3,80.0,9708,Clear,1011.7
6402.0,,London,,12.8,200.0,0.5,15.1,,Clear,987.8
6402.0,2024-01-15T05:18:00Z,London,Winter,4.7,49.0,10.3,,63,Clear,1010.0
6404.0,2024-05-31 08:51,London,Spring,10.1,29.0,173.3,18.9,7155,Clear,1039.3
6405.0,,London,Autumn,,25.0,2.3,14.6,4105,Clear,1037.9
6406.0,2024-12-18 18:33,London,Winter,100.0,30.0,9.4,8.0,7204,Clear,1026.7
6407.0,2024-01-13 03:40,London,Summer,18.7,74.0,2.5,16.1,8062,Snow,1039.7
6408.0,2024-03-31T17:06:00Z,London,Spring,12.7,93.0,4.0,15.7,8637,Snow,1009.3
6409.0,2024-04-10T19:57:00Z,London,Spring,11.5,20.0,1.2,24.3,7963,Snow,1021.2
6410.0,,London,Winter,3.8,49.0,2.5,22.3,6614,Clear,1003.6
6411.0,2099-13-99 72:90,London,Summer,24.1,,3.6,41.3,5449,Fog,998.2
6412.0,2024-05-06 14:30,London,Spring,10.3,38.0,2.1,26.7,9126,Clear,997.4
6413.0,2099-13-69 54:93,London,Winter,5.4,73.0,0.7,20.4,4099,Rain,1011.9
6414.0,2099-13-55 55:61,London,Winter,0.6,71.0,3.3,15.2,4793,Rain,1005.2
6415.0,2024-11-14 02:49,London,Autumn,13.0,60.0,0.5,14.6,1508,Fog,1025.1
6416.0,,London,,26.9,89.0,0.7,7.1,7651,Clear,1001.7
6417.0,,London,Winter,4.1,53.0,96.0,19.4,8842,Rain,1015.0
6418.0,2024-11-01 12:56,London,Autumn,7.2,26.0,3.2,150.0,1002,Rain,
6419.0,22/09/2024 09AM,London,Autumn,10.5,66.0,21.3,15.6,5042,Storm,1032.8
6420.0,2024-02-05 16:06,London,Winter,3.6,65.0,2.7,15.4,8872,Rain,1015.8
6421.0,2024-11-04 07:00,London,Autumn,15.1,40.0,1.6,20.6,4637,Clear,1042.8
6422.0,2099-13-51 90:63,London,Autumn,16.6,45.0,51.8,12.2,4007,Clear,1013.3
6423.0,28/10/2024 09PM,London,Autumn,12.7,76.0,100.6,10.1,Unknown,Clear,1044.1
6424.0,2024-04-17 13:27,London,Spring,15.3,79.0,3.9,1.2,4222,Clear,987.3
6425.0,2024-05-25 10:40,London,Spring,100.0,77.0,0.7,16.5,9940,Rain,992.2
6426.0,2024-02-11 09:18,,Winter,6.7,79.0,12.0,38.8,3113,,1025.9
6427.0,05/10/2024 04PM,London,Autumn,10.9,44.0,1.6,20.5,9281,Clear,1009.2
6428.0,11/01/2024 04AM,,Winter,1.6,76.0,1.1,27.4,7357,Clear,1000.4
6429.0,,London,Spring,7.7,27.0,0.6,4.0,7846,Rain,1032.4
6430.0,2024-01-02 11:21,London,Winter,4.8,57.0,0.0,27.8,6818,Clear,1049.4
6431.0,2024-08-16 04:12,London,Summer,18.4,60.0,13.5,72.6,8237,Rain,1033.4
6432.0,2024-02-01 22:02,London,Winter,4.1,49.0,4.4,14.8,8501,Clear,999.9
6432.0,2024-06-13 01:22,London,Summer,22.3,95.0,9.4,17.7,788,Clear,1030.5
6434.0,2024-04-25 17:08,London,Spring,18.6,42.0,,31.3,5151,Rain,1008.5
6435.0,25/10/2024 01PM,London,Autumn,9.2,70.0,,15.8,5430,Rain,1011.4
6436.0,2024-04-19 15:20,,Spring,12.4,26.0,0.5,57.1,5106,Rain,1012.2
6437.0,01/03/2024 08PM,London,Spring,15.2,65.0,3.4,34.2,2756,Clear,985.2
6438.0,2099-13-53 43:80,London,,12.7,58.0,1.8,18.3,948,Clear,1004.6
6439.0,27/12/2024 06AM,London,Winter,0.7,25.0,94.7,35.7,,Clear,1003.9
6440.0,2024-12-15T18:20:00Z,London,Winter,60.0,52.0,3.0,21.4,31803,Rain,1036.0
6441.0,2099-13-54 63:77,London,Spring,13.7,51.0,0.2,6.5,2265,Clear,993.6
6442.0,08/05/2024 06PM,London,Spring,13.1,40.0,5.4,2.1,559,Rain,988.0
6443.0,2024-04-07 02:50,London,Spring,10.1,28.0,3.9,26.3,2052,Clear,1010.6
6444.0,2024-08-07 00:10,London,Summer,21.3,78.0,4.7,,1773,Clear,1014.3
6445.0,2024-01-28 04:58,London,Winter,-1.3,57.0,4.0,42.0,35760,Storm,1007.6
6446.0,2024-09-02 13:48,London,Autumn,-30.0,,3.4,,813,Rain,1001.0
6447.0,2099-13-74 50:78,London,Winter,3.5,21.0,1.5,8.8,3874,Clear,1023.3
6448.0,2024-04-06 14:56,London,Spring,15.8,32.0,2.3,7.1,2793,Clear,1002.9
6448.0,2024-02-18T19:07:00Z,London,Winter,5.4,-5.0,5.2,7.7,1620,Rain,1026.6
6450.0,2024-07-28 22:48,London,Spring,9.3,63.0,14.3,13.2,8600,Clear,1034.2
6451.0,2024-04-25 18:25,London,Spring,11.1,82.0,5.9,12.7,163,Clear,1043.5
6452.0,2024-04-19 06:55,London,Spring,13.9,20.0,116.3,5.3,24507,Clear,1050.0
6453.0,,London,Winter,1.4,23.0,3.9,23.4,6011,Snow,1025.2
6454.0,28/07/2024 10AM,London,Summer,21.5,31.0,5.3,22.3,7187,Clear,1029.9
6455.0,2024-04-12 06:06,London,Spring,11.6,97.0,1.1,12.9,,Rain,1019.3
6456.0,2024-11-18T15:06:00Z,London,Autumn,14.3,71.0,2.7,17.7,524,Clear,1050.0
6457.0,2024-10-22 00:14,London,Autumn,12.7,25.0,8.2,22.1,3818,Clear,1040.3
6458.0,2024-05-19 21:40,London,Spring,12.2,43.0,5.9,14.4,2911,,1005.5
6459.0,2024-05-15 20:46,London,Spring,14.2,52.0,0.1,26.9,9985,Rain,978.7
6460.0,2024-03-25 00:51,London,Spring,11.8,64.0,4.0,8.6,2770,Clear,1041.7
6461.0,2099-13-93 55:79,London,,6.0,33.0,0.1,24.2,1555,Clear,977.7
6462.0,2024-02-25 22:15,London,Winter,-1.1,73.0,3.8,11.1,1970,Rain,1022.2
6463.0,2099-13-99 43:65,London,Summer,17.5,200.0,7.0,15.6,2993,Rain,993.2
6464.0,2099-13-44 45:99,London,,17.0,98.0,3.6,2.9,7294,Rain,977.4
6465.0,,London,,30.0,35.0,14.9,8.9,1283,Clear,1031.8
6466.0,2024-03-26 05:31,London,Spring,13.5,41.0,1.0,22.5,6677,,992.6
6467.0,25/01/2024 12PM,London,Winter,-0.1,29.0,,7.5,483,Rain,1028.2
6468.0,2024-03-10 13:26,London,Spring,11.0,86.0,3.2,4.6,4412,Snow,993.7
6468.0,2024-02-02 21:04,London,Spring,15.5,26.0,74.8,10.6,,Clear,975.0
6470.0,2024-01-02 16:36,London,Winter,3.4,38.0,1.5,13.1,7466,Storm,988.3
6470.0,2024-01-11 00:00,London,Winter,5.7,80.0,5.8,41.2,5849,Snow,1011.9
6472.0,2024-06-03T00:31:00Z,London,Summer,20.1,75.0,2.2,31.1,520,Rain,1008.5
6473.0,14/04/2024 09AM,London,Spring,13.2,100.0,12.5,12.4,122,Clear,1025.5
6474.0,2024-02-23 16:48,London,Winter,4.6,90.0,8.2,,3514,Rain,1007.7
6475.0,,London,Spring,10.6,69.0,3.5,15.1,2190,Rain,1005.5
6476.0,,London,Autumn,10.6,51.0,2.8,,6887,Rain,983.1
6477.0,2099-13-71 57:95,London,Summer,19.5,41.0,3.1,26.5,9758,Rain,997.0
6478.0,2024-05-19T00:01:00Z,London,Spring,11.3,55.0,3.9,8.3,6561,Rain,1014.2
6479.0,12/02/2024 01AM,London,Winter,2.2,20.0,6.4,4.5,2401,Clear,1032.7
6480.0,2099-13-74 68:64,London,Autumn,8.1,56.0,14.0,,5852,Storm,1017.4
6481.0,2024-03-31 02:12,London,Spring,12.0,42.0,199.5,25.5,4749,Clear,1050.0
6482.0,2099-13-64 31:75,London,,6.1,84.0,7.4,17.8,7093,Clear,1004.2
6482.0,25/07/2024 03AM,London,Summer,18.8,28.0,2.0,1.5,7548,Clear,1012.3
6484.0,,London,Summer,18.6,84.0,15.4,29.2,1869,Fog,1040.0
6485.0,2024-02-04 23:44,London,Winter,2.5,51.0,62.3,6.9,,Rain,1019.8
6486.0,2024-07-11 09:55,London,Summer,25.1,56.0,2.4,36.4,7873,Clear,982.5
6487.0,,London,Summer,19.0,94.0,0.5,37.3,2816,Clear,982.3
6488.0,2024-01-12T15:04:00Z,London,Winter,-0.3,89.0,6.3,9.0,9707,,995.1
6489.0,2024-09-30 00:00,London,Autumn,10.7,60.0,2.2,150.0,3953,Fog,988.5
6490.0,2024-01-09 22:44,London,Winter,-0.2,88.0,6.7,17.1,8046,Clear,1012.2
6490.0,2099-13-59 73:88,London,Spring,6.6,63.0,2.1,10.4,1306,Fog,984.4
6490.0,01/02/2024 10AM,London,Winter,5.5,32.0,8.4,26.9,1488,Clear,1030.8
6493.0,2024-10-30 11:40,London,Autumn,13.8,36.0,1.4,22.3,5867,Clear,1016.4
6494.0,2024-04-26 22:21,London,Spring,10.6,73.0,2.5,15.4,3974,Clear,1032.0
6495.0,2024-07-09 12:48,London,Summer,15.5,29.0,10.3,15.1,22445,Rain,1002.8
6496.0,2024-05-01 18:57,London,Spring,13.3,59.0,1.7,8.9,9406,Snow,1012.1
6497.0,2024-03-28 14:00,London,Spring,11.6,53.0,0.1,250.0,1337,Clear,972.4
6497.0,2024-09-07 16:11,London,Autumn,11.5,69.0,0.7,44.6,7696,,991.4
6499.0,2024-01-30 01:40,London,Spring,,73.0,1.1,29.9,2773,Clear,996.9
,2024-01-15 17:24,London,Winter,0.7,,3.7,26.5,6291,Rain,1014.8
6501.0,2024-09-25T05:24:00Z,London,Autumn,12.0,51.0,1.5,39.7,9596,Clear,1034.5
6502.0,2024-05-15 06:50,London,Spring,-30.0,40.0,0.2,7.9,6461,Rain,1008.3
6503.0,10/03/2024 08PM,London,Spring,16.2,200.0,,6.1,2884,Rain,1005.8
6504.0,2024-02-06 11:12,London,Winter,-2.7,45.0,3.5,17.8,6842,Clear,1017.4
6505.0,2099-13-90 56:63,London,Winter,5.7,70.0,3.0,6.8,5875,Fog,991.8
6506.0,2024-03-06 01:25,London,Winter,2.3,83.0,2.5,23.7,6831,Clear,982.5
6507.0,2024-04-18 02:10,London,Spring,13.2,54.0,6.8,41.4,9256,Clear,1015.8
6508.0,2024-09-27T18:53:00Z,London,Autumn,13.4,-5.0,2.1,26.4,319,Clear,972.0
6509.0,2024-12-26 16:13,London,Winter,0.8,44.0,4.0,300.0,3134,Clear,1004.6
6510.0,2024-05-18 08:12,London,Autumn,12.9,72.0,1.3,150.0,526,Clear,983.0
6511.0,2024-09-11 10:41,London,Autumn,11.5,74.0,1.6,24.5,7321,Clear,996.9
6512.0,2024-06-06 19:40,London,Winter,5.0,61.0,0.7,31.2,5254,Fog,1001.8
6513.0,2024-03-24 17:20,London,Summer,18.6,88.0,157.8,14.2,2090,Rain,1046.1
6514.0,,London,Autumn,15.0,85.0,0.1,31.2,4864,Rain,1021.9
6515.0,2024-02-26T23:37:00Z,London,Winter,4.6,24.0,1.5,33.5,3847,Clear,1026.0
6516.0,2024-10-01T16:01:00Z,London,Autumn,100.0,87.0,13.5,8.6,267,Fog,1007.0
6517.0,20/04/2024 07AM,London,Spring,10.7,25.0,1.4,7.7,9510,Clear,1028.1
6518.0,25/02/2024 05PM,London,Spring,12.8,77.0,108.4,150.0,8628,Clear,1008.1
6519.0,2024-02-23 01:41,London,Winter,3.3,80.0,5.0,24.8,1687,Clear,999.8
6520.0,20/02/2024 06PM,London,Winter,5.9,68.0,,12.4,9076,Snow,1045.7
6521.0,2099-13-72 78:63,London,,0.7,29.0,167.3,5.0,3780,Snow,980.7
6522.0,2024-05-22 20:06,London,Spring,16.4,21.0,0.5,20.0,9832,Rain,1006.1
6523.0,2099-13-44 49:85,London,,15.1,66.0,1.5,24.3,4972,,1027.2
6524.0,2024-12-13 15:10,,Winter,2.1,93.0,7.7,12.6,46834,Rain,1007.4
6525.0,2024-05-18 07:00,London,Spring,14.2,24.0,4.9,29.8,8972,Rain,1029.2
6526.0,2024-06-04 00:50,London,Summer,18.1,74.0,94.9,17.4,3434,Clear,1015.5
6527.0,2099-13-48 60:80,London,Summer,16.2,87.0,5.1,,2772,,
6528.0,2024-08-29 16:05,London,Summer,17.3,85.0,3.4,300.0,2996,,
6529.0,15/12/2024 03AM,London,Winter,4.0,43.0,7.8,77.8,2980,Rain,978.5
